pos_dic,Up,Down,total,Polarity Score,Polarity
전량/NNG,42,21,63,1.304060348804467,Hawkish
비상/NNG,402,136,538,1.9273244861007195,Hawkish
기후/NNG,300,72,372,2.7167923933426392,Hawkish
가뜩이나/MAG,66,27,93,1.5938515374276816,Hawkish
국산/NNG,52,25,77,1.3562227627566457,Hawkish
기준가격/NNG;오르/VV,14,7,21,1.3040603488044669,Hawkish
roa/NNG,127,52,179,1.592458310559301,Hawkish
일임/NNG,19,7,26,1.7697961876632051,Hawkish
공세/NNG,99,37,136,1.7446212774546248,Hawkish
가근/NNG,18,1,19,11.736543139240204,Hawkish
각지/NNG,13,5,18,1.6952784534458072,Hawkish
멤버십/NNG,62,24,86,1.6844112838724363,Hawkish
연착륙/NNG,478,224,702,1.3913858185904804,Hawkish
지수/NNG;급락/NNG,18,9,27,1.3040603488044669,Hawkish
무효화/NNG,21,1,22,13.692633662446903,Hawkish
유급/NNG,23,11,34,1.36333581920467,Hawkish
특단/NNG,35,16,51,1.426316006504886,Hawkish
오피니언/NNG,15,7,22,1.3972075165762146,Hawkish
생산원가/NNG,15,2,17,4.890226308016751,Hawkish
금리/NNG;약세/NNG,14,4,18,2.282105610407817,Hawkish
환투기/NNG,31,14,45,1.4437811004620884,Hawkish
주범/NNG,34,12,46,1.847418827472995,Hawkish
공급/NNG;압력/NNG,23,2,25,7.498347005625686,Hawkish
주택담보대출/NNG;금리/NNG;인하/NNG,18,1,19,11.736543139240204,Hawkish
다우존스산업평균지수/NNG,1045,511,1556,1.3334080865955655,Hawkish
유례없이/MAG,25,10,35,1.6300754360055838,Hawkish
투자/NNG;위험/NNG,59,23,82,1.6725991430318163,Hawkish
신청인/NNG,36,6,42,3.912181046413401,Hawkish
긴장/NNG;완화/NNG,44,9,53,3.187703074855364,Hawkish
글로벌/NNG;지정학/NNG;위험/NNG,17,4,21,2.7711282412094924,Hawkish
황금기/NNG,25,1,26,16.300754360055837,Hawkish
존경/NNG,19,9,28,1.3765081459602708,Hawkish
소수점/NNG,17,5,22,2.216902592967594,Hawkish
후드/NNG,26,3,29,5.65092817815269,Hawkish
순이익/NNG,2363,635,2998,2.426373704114138,Hawkish
트위터/NNG,81,15,96,3.5209629417720607,Hawkish
세부/NNG,346,168,514,1.3428716687093618,Hawkish
퇴직급여/NNG,23,3,26,4.998898003750457,Hawkish
저울질/NNG,27,9,36,1.9560905232067003,Hawkish
이전지출/NNG,18,2,20,5.868271569620101,Hawkish
컨센서스/NNG;상회/NNG,27,13,40,1.3542165160661772,Hawkish
녹지/NNG,30,5,35,3.912181046413401,Hawkish
아실/NNG,50,23,73,1.4174569008744209,Hawkish
결렬/NNG,40,20,60,1.304060348804467,Hawkish
할지/VV,24,8,32,1.9560905232067003,Hawkish
레이팅/NNG,18,9,27,1.3040603488044669,Hawkish
바라봐야/VV,15,6,21,1.6300754360055836,Hawkish
전망/NNG;웃돌/VV,177,39,216,2.959213868440905,Hawkish
표정/NNG,19,7,26,1.7697961876632051,Hawkish
자율/NNG,466,83,549,3.660795918933022,Hawkish
예상시기/NNG,29,7,36,2.701267865380682,Hawkish
화상회의/NNG,25,3,28,5.433584786685279,Hawkish
구청/NNG,40,18,58,1.4489559431160743,Hawkish
디아/NNG,16,2,18,5.216241395217868,Hawkish
건과/NNG,13,4,17,2.119098066807259,Hawkish
리딩/NNG,63,11,74,3.734354635212792,Hawkish
지정학/NNG;위험/NNG;확산/NNG,26,3,29,5.65092817815269,Hawkish
총영사/NNG,25,1,26,16.300754360055837,Hawkish
불완전판매/NNG,131,16,147,5.338497052918287,Hawkish
실적배당형/NNG,24,5,29,3.1297448371307204,Hawkish
신탁보수/NNG,38,5,43,4.955429325456975,Hawkish
물가/NNG;떨어/VV,26,11,37,1.5411622304052792,Hawkish
보릿고개/NNG,25,5,30,3.260150872011168,Hawkish
외화부채/NNG,19,4,23,3.0971433284106094,Hawkish
열린다/VV,85,25,110,2.216902592967594,Hawkish
부동산/NNG;하락/NNG,13,5,18,1.6952784534458072,Hawkish
신용카드사/NNG,45,16,61,1.833834865506282,Hawkish
물가/NNG;잡/VV;않/VX,32,7,39,2.9807093686959245,Hawkish
스타트/NNG,15,7,22,1.3972075165762146,Hawkish
권리관계/NNG,25,6,31,2.71679239334264,Hawkish
판가름/NNG,20,5,25,2.608120697608934,Hawkish
기본소득/NNG,19,3,22,4.1295244378808125,Hawkish
형평/NNG,54,10,64,3.5209629417720607,Hawkish
주효/NNG,74,30,104,1.6083410968588423,Hawkish
보유금액/NNG,20,2,22,6.520301744022335,Hawkish
법원/NNG,209,81,290,1.682398845062553,Hawkish
선발/NNG,65,19,84,2.230629544007641,Hawkish
세부업종/NNG,28,2,30,9.128422441631267,Hawkish
수제/NNG,23,3,26,4.998898003750457,Hawkish
수성/NNG,36,16,52,1.467067892405025,Hawkish
분할/NNG,169,52,221,2.119098066807259,Hawkish
지낸/VV,36,17,53,1.3807697810870827,Hawkish
경기/NNG;부진/NNG;완화/NNG,95,2,97,30.97143328410609,Hawkish
유권자/NNG,53,18,71,1.9198666246287983,Hawkish
단장/NNG,84,15,99,3.651368976652508,Hawkish
장마/NNG,29,8,37,2.363609382208097,Hawkish
감소/NNG,8427,4157,12584,1.3217845272281987,Hawkish
주력상품/NNG,32,7,39,2.9807093686959245,Hawkish
상춘/NNG,15,4,19,2.4451131540083755,Hawkish
통상/MAG,58,26,84,1.454528850589598,Hawkish
디폴트옵션/NNG,74,11,85,4.386384809615025,Hawkish
금리/NNG;스프레드/NNG;부담/NNG,31,2,33,10.10646770323462,Hawkish
유로존/NNG;금리/NNG;인하/NNG,19,7,26,1.7697961876632051,Hawkish
출근/NNG,59,10,69,3.8469780289731776,Hawkish
드림/NNG,36,12,48,1.9560905232067003,Hawkish
안개/NNG,18,5,23,2.3473086278480406,Hawkish
이자/NNG;부담/NNG;낮/VV,23,4,27,3.749173502812843,Hawkish
고령자/NNG,137,34,171,2.627298055679588,Hawkish
로보어드바이저/NNG,29,8,37,2.363609382208097,Hawkish
애저/NNG,16,3,19,3.477494263478579,Hawkish
지표/NNG;완화/NNG,14,7,21,1.3040603488044669,Hawkish
기대/VV,21,9,30,1.5214037402718783,Hawkish
구내식당/NNG,23,1,24,14.996694011251371,Hawkish
동일인/NNG,38,2,40,12.388573313642436,Hawkish
시니어/NNG,102,31,133,2.145389606097672,Hawkish
통화정책방향결정회의/NNG,68,18,86,2.4632251032973267,Hawkish
스팩/NNG,111,8,119,9.04691866983099,Hawkish
가격/NNG;내리/VV,67,28,95,1.560215060176773,Hawkish
기업/NNG;구조/NNG;개선/NNG,39,7,46,3.632739543098158,Hawkish
재택근무/NNG,27,8,35,2.200601838607538,Hawkish
가리기/NNG,91,23,114,2.5797715595914457,Hawkish
수익성/NNG;높/VA,56,21,77,1.7387471317392893,Hawkish
경영/NNG;환경/NNG;악화/NNG,27,8,35,2.200601838607538,Hawkish
가점/NNG,53,14,67,2.4683999459513126,Hawkish
기습/NNG,28,5,33,3.651368976652508,Hawkish
중소기업/NNG;대출/NNG;증가/NNG,22,6,28,2.3907773061415227,Hawkish
농민/NNG,26,11,37,1.5411622304052792,Hawkish
분양/NNG;위험/NNG,19,3,22,4.1295244378808125,Hawkish
명확/NNG,233,112,345,1.356455630676075,Hawkish
로펌/NNG,18,8,26,1.467067892405025,Hawkish
질의응답/NNG,21,9,30,1.5214037402718783,Hawkish
달러인덱스/NNG;하락/NNG,14,5,19,1.8256844883262535,Hawkish
인상/NNG;없/VA,15,7,22,1.3972075165762146,Hawkish
패밀리/NNG,54,20,74,1.7604814708860304,Hawkish
대열/NNG,26,12,38,1.4127320445381726,Hawkish
공정거래/NNG,25,4,29,4.075188590013959,Hawkish
개선/NNG;성공/NNG,20,8,28,1.6300754360055838,Hawkish
점쳐진다/VV,37,18,55,1.3402842473823688,Hawkish
다분/NNG,13,4,17,2.119098066807259,Hawkish
통화정책/NNG;불확실성/NNG;해소/NNG,17,2,19,5.542256482418985,Hawkish
무인기/NNG,36,16,52,1.467067892405025,Hawkish
고객수/NNG,59,22,81,1.7486263768059898,Hawkish
한파/NNG,54,22,76,1.600437700805482,Hawkish
채비/NNG,18,9,27,1.3040603488044669,Hawkish
분양가상한제/NNG,110,27,137,2.6564192290461364,Hawkish
매도전략/NNG,400,37,437,7.0489748584025245,Hawkish
뱅커/NNG,149,28,177,3.4697319994976,Hawkish
fed/NNG;금리/NNG;오르/VV,21,6,27,2.2821056104078177,Hawkish
내몰릴/VV,16,3,19,3.477494263478579,Hawkish
dps/NNG,106,9,115,7.679466498515194,Hawkish
사모펀드/NNG,336,115,451,1.9050620747752212,Hawkish
단시일/NNG,25,9,34,1.811194928895093,Hawkish
전략물자/NNG,19,3,22,4.1295244378808125,Hawkish
익경비/NNG,35,7,42,3.260150872011168,Hawkish
완고/NNG,14,4,18,2.282105610407817,Hawkish
금리/NNG;인하/NNG;늦/VV,128,33,161,2.52908673707533,Hawkish
신용등급/NNG;상승/NNG,12,6,18,1.3040603488044669,Hawkish
무이자/NNG,189,61,250,2.020224638721674,Hawkish
쇄신/NNG,49,5,54,6.389895709141888,Hawkish
우려/NNG;줄/VV,20,10,30,1.304060348804467,Hawkish
비즈니스/NNG,213,99,312,1.402852799471472,Hawkish
투자자문/NNG,49,14,63,2.282105610407817,Hawkish
치였/VV,75,37,112,1.3216827859504734,Hawkish
전망/NNG;높/VV;잡/VV,13,4,17,2.119098066807259,Hawkish
긍정적/VAX;영향/NNG;줄/VV,14,5,19,1.8256844883262535,Hawkish
경진/NNG,28,3,31,6.085614961087512,Hawkish
지배구조/NNG,164,69,233,1.5497528782893666,Hawkish
손익/NNG,336,89,425,2.461597062911803,Hawkish
매출/NNG;회복/NNG,17,5,22,2.216902592967594,Hawkish
금리/NNG;하락/NNG;제한적/VAX,13,4,17,2.119098066807259,Hawkish
금융투자/NNG,328,95,423,2.2512199705677114,Hawkish
비농업/NNG;고용자수/NNG;증가/NNG,14,6,20,1.521403740271878,Hawkish
캠프/NNG,37,16,53,1.507819778305165,Hawkish
리프트/NNG,14,5,19,1.8256844883262535,Hawkish
비용/NNG;확대/NNG,16,7,23,1.4903546843479625,Hawkish
충당금적립액/NNG,34,3,37,7.38967530989198,Hawkish
금리/NNG;인하/NNG;불투명/NNG,65,18,83,2.3545534075636207,Hawkish
에너지기업/NNG,26,12,38,1.4127320445381726,Hawkish
실적/NNG;넘/VV,14,3,17,3.042807480543756,Hawkish
매체/NNG,102,47,149,1.4150442082771877,Hawkish
선복/NNG,19,2,21,6.194286656821219,Hawkish
특별배당/NNG,15,4,19,2.4451131540083755,Hawkish
누락/NNG,81,22,103,2.400656551208223,Hawkish
대출/NNG;금리/NNG;낮/VA,41,15,56,1.7822158100327714,Hawkish
유보/NNG,93,42,135,1.4437811004620884,Hawkish
숏포지션/NNG,14,5,19,1.8256844883262535,Hawkish
경제/NNG;강하/VA;성장/NNG,14,5,19,1.8256844883262535,Hawkish
국토연구원/NNG,71,3,74,15.431380794186191,Hawkish
되살릴/VV,12,5,17,1.5648724185653602,Hawkish
경매시장/NNG,187,26,213,4.6896016389699104,Hawkish
지환/NNG,46,9,55,3.332598669166971,Hawkish
직주근접/NNG,50,21,71,1.552452796195794,Hawkish
주임/NNG,21,9,30,1.5214037402718783,Hawkish
실태/NNG,197,62,259,2.0717732960845163,Hawkish
지구단위계획/NNG,29,2,31,9.454437528832386,Hawkish
매출/NNG;줄/VV,67,24,91,1.8202509035395689,Hawkish
부동산업/NNG,138,28,166,3.2135772881252933,Hawkish
전망/NNG;낙관/NNG,13,6,19,1.4127320445381726,Hawkish
탄소중립/NNG,51,14,65,2.3752527781795645,Hawkish
현금성자산/NNG,107,44,151,1.5856188332054313,Hawkish
대출/NNG;위험/NNG,15,6,21,1.6300754360055836,Hawkish
인명/NNG,28,3,31,6.085614961087512,Hawkish
모처럼/MAG,61,27,88,1.4731052088346757,Hawkish
etn/NNG,374,86,460,2.8355730840283178,Hawkish
조기경보/NNG,22,8,30,1.7930829796061425,Hawkish
브랜드/NNG,818,370,1188,1.4415153585433162,Hawkish
위험액/NNG,78,29,107,1.753736331150835,Hawkish
정규직/NNG,27,11,38,1.600437700805482,Hawkish
사업주체/NNG,24,3,27,5.2162413952178674,Hawkish
시장안정화조치/NNG,129,36,165,2.33644145827467,Hawkish
화물/NNG,44,12,56,2.3907773061415227,Hawkish
일축/NNG,72,29,101,1.6188335364469246,Hawkish
가계/NNG;대출/NNG;감소/NNG,57,15,72,2.477714662728487,Hawkish
서빙/NNG,19,3,22,4.1295244378808125,Hawkish
준법감시/NNG,25,10,35,1.6300754360055838,Hawkish
유료/NNG,37,15,52,1.6083410968588423,Hawkish
보상금/NNG,17,5,22,2.216902592967594,Hawkish
뒤이/VV,31,9,40,2.2458817118299157,Hawkish
대국민/NNG,16,5,21,2.0864965580871475,Hawkish
체질/NNG,125,56,181,1.4554244964335568,Hawkish
워크아웃/NNG;기업/NNG;재무구조/NNG;개선/NNG,20,7,27,1.8629433554349528,Hawkish
재정/NNG;지출/NNG;늘/VV,16,4,20,2.608120697608934,Hawkish
비행/NNG,12,6,18,1.3040603488044669,Hawkish
과열/NNG;완화/NNG,16,1,17,10.432482790435737,Hawkish
주식거래대금/NNG,20,7,27,1.8629433554349528,Hawkish
신흥시장/NNG,200,86,286,1.5163492427958918,Hawkish
신용등급/NNG;안정/NNG,29,11,40,1.7189886416058884,Hawkish
맥북/NNG,20,1,21,13.04060348804467,Hawkish
우라늄/NNG,23,5,28,2.999338802250274,Hawkish
모간/NNG,56,24,80,1.521403740271878,Hawkish
기준치/NNG,90,37,127,1.5860193431405682,Hawkish
은행채/NNG;금리/NNG;상승/NNG,17,6,23,1.847418827472995,Hawkish
병무청/NNG,17,1,18,11.08451296483797,Hawkish
사업자보증/NNG,30,2,32,9.780452616033502,Hawkish
건설/NNG;경기/NNG;회복/NNG,35,9,44,2.53567290045313,Hawkish
오일허브/NNG,14,7,21,1.3040603488044669,Hawkish
정부안/NNG,15,7,22,1.3972075165762146,Hawkish
난다/VV,48,24,72,1.3040603488044669,Hawkish
무장/NNG,38,16,54,1.548571664205305,Hawkish
식비/NNG,33,15,48,1.4344663836849136,Hawkish
공급/NNG;개선/NNG,25,4,29,4.075188590013959,Hawkish
보행/NNG,13,4,17,2.119098066807259,Hawkish
기업/NNG;이익/NNG;증가/NNG,24,8,32,1.9560905232067003,Hawkish
방카슈랑스/NNG,64,5,69,8.34598623234859,Hawkish
프로그램/NNG,1687,614,2301,1.7914900720139542,Hawkish
은행/NNG;주택담보대출/NNG;증가/NNG,16,6,22,1.7387471317392895,Hawkish
전망/NNG;고금리/NNG,15,3,18,3.260150872011167,Hawkish
연산/NNG,37,14,51,1.7232226037773315,Hawkish
언저리/NNG,13,5,18,1.6952784534458072,Hawkish
대출자산/NNG;늘/VV,16,5,21,2.0864965580871475,Hawkish
다방/NNG,42,10,52,2.738526732489381,Hawkish
순이자이익/NNG,64,7,71,5.961418737391849,Hawkish
정쟁/NNG,14,6,20,1.521403740271878,Hawkish
면역/NNG,16,7,23,1.4903546843479625,Hawkish
엑스/NNG,82,24,106,2.2277697625409645,Hawkish
보임/NNG,40,10,50,2.608120697608934,Hawkish
보류지/NNG,31,2,33,10.10646770323462,Hawkish
일회성/NNG,56,15,71,2.434245984435005,Hawkish
나체/NNG,19,1,20,12.388573313642436,Hawkish
채널/NNG,648,284,932,1.4877308204670678,Hawkish
평했/VV,21,7,28,1.9560905232067007,Hawkish
가격/NNG;충격/NNG,15,3,18,3.260150872011167,Hawkish
전재/NNG,33,8,41,2.689624469409213,Hawkish
노무/NNG,30,15,45,1.3040603488044669,Hawkish
경제/NNG;불확실성/NNG,40,20,60,1.304060348804467,Hawkish
물가/NNG;불확실성/NNG,36,11,47,2.133916934407309,Hawkish
돋보인다/VV,30,15,45,1.3040603488044669,Hawkish
추출/NNG,21,9,30,1.5214037402718783,Hawkish
리빙/NNG,53,9,62,3.839733249257597,Hawkish
취득/NNG,207,73,280,1.84890748083921,Hawkish
듀얼/NNG,41,9,50,2.970359683387952,Hawkish
일제/NNG,26,11,37,1.5411622304052792,Hawkish
부합/NNG,724,186,910,2.538009926167834,Hawkish
수탁고/NNG,91,8,99,7.416843233825407,Hawkish
실적/NNG,6776,2883,9659,1.532485765435149,Hawkish
잠잠/NNG,53,25,78,1.3823039697327348,Hawkish
수두룩/NNG,16,7,23,1.4903546843479625,Hawkish
재의/NNG,33,8,41,2.689624469409213,Hawkish
매수우위/NNG,165,71,236,1.515281391216458,Hawkish
경제사/NNG,19,2,21,6.194286656821219,Hawkish
순이익/NNG;줄/VV,61,18,79,2.2096578132520137,Hawkish
흑자/NNG,948,473,1421,1.3068173474277325,Hawkish
손바뀜/NNG,98,28,126,2.282105610407817,Hawkish
시나리오분석/NNG,23,3,26,4.998898003750457,Hawkish
명함/NNG,28,3,31,6.085614961087512,Hawkish
제조원가/NNG,21,6,27,2.2821056104078177,Hawkish
전망/NNG;불안/NNG,27,1,28,17.604814708860303,Hawkish
대주/NNG,47,19,66,1.612916747205525,Hawkish
출자자/NNG,49,4,53,7.987369636427361,Hawkish
결의안/NNG,16,2,18,5.216241395217868,Hawkish
하루치/NNG,105,26,131,2.633198781239789,Hawkish
부채/NNG;거품/NNG,19,1,20,12.388573313642436,Hawkish
밸런스/NNG,24,1,25,15.648724185653604,Hawkish
자동차보험료/NNG,24,12,36,1.3040603488044669,Hawkish
종합자산관리계좌/NNG,32,16,48,1.304060348804467,Hawkish
둔화/NNG;우려/NNG,20,8,28,1.6300754360055838,Hawkish
취약점/NNG,20,9,29,1.4489559431160743,Hawkish
충돌/NNG,282,128,410,1.436503977979921,Hawkish
레버리지etf/NNG,36,15,51,1.5648724185653602,Hawkish
밀착형/NNG,31,2,33,10.10646770323462,Hawkish
정통/NNG,20,7,27,1.8629433554349528,Hawkish
통지서/NNG,15,2,17,4.890226308016751,Hawkish
환경변화/NNG,93,35,128,1.7325373205545065,Hawkish
돌아간/VV,15,2,17,4.890226308016751,Hawkish
수익/NNG;늘/VV,31,14,45,1.4437811004620884,Hawkish
사관/NNG,25,11,36,1.481886760005076,Hawkish
비트/NNG,270,113,383,1.5579482043239206,Hawkish
모릅니다/VV,14,4,18,2.282105610407817,Hawkish
매기/VV,42,12,54,2.2821056104078177,Hawkish
버그/NNG,17,5,22,2.216902592967594,Hawkish
저율/NNG,20,7,27,1.8629433554349528,Hawkish
갇힌/VV,17,7,24,1.58350185211971,Hawkish
맞닿/VV,21,8,29,1.7115792078058631,Hawkish
전약후강/NNG,41,19,60,1.4070124816048195,Hawkish
운전/NNG,27,13,40,1.3542165160661772,Hawkish
지청/NNG,29,1,30,18.908875057664773,Hawkish
회복/NNG;내수/NNG;부진/NNG,17,1,18,11.08451296483797,Hawkish
농산물/NNG;가격/NNG;안정/NNG,36,13,49,1.8056220214215697,Hawkish
케어/NNG,62,28,90,1.4437811004620884,Hawkish
순이익/NNG;흑자전환/NNG,17,6,23,1.847418827472995,Hawkish
부실/NNG;위험/NNG,78,27,105,1.8836427260508968,Hawkish
농산물/NNG;가격/NNG;불안/NNG,15,5,20,1.9560905232067003,Hawkish
원내/NNG,16,6,22,1.7387471317392895,Hawkish
퇴석/NNG,14,5,19,1.8256844883262535,Hawkish
중위험/NNG,19,4,23,3.0971433284106094,Hawkish
소비시장/NNG,18,6,24,1.9560905232067003,Hawkish
춘계/NNG,58,10,68,3.7817750115329543,Hawkish
지수/NNG;상승/NNG;견인/NNG,40,16,56,1.6300754360055838,Hawkish
작가/NNG,59,12,71,3.205815024144315,Hawkish
삼중고/NNG,24,8,32,1.9560905232067003,Hawkish
처리/NNG,769,290,1059,1.729004152121785,Hawkish
두루/MAG,60,16,76,2.4451131540083755,Hawkish
코리아펀드/NNG,36,2,38,11.736543139240204,Hawkish
얼라이언스/NNG,56,12,68,3.042807480543756,Hawkish
물가/NNG;상승/NNG;억제/NNG,18,5,23,2.3473086278480406,Hawkish
계층/NNG,128,63,191,1.324759719420411,Hawkish
산인/NNG,15,5,20,1.9560905232067003,Hawkish
선구/NNG,43,6,49,4.67288291654934,Hawkish
초순/NNG,21,7,28,1.9560905232067007,Hawkish
수출/NNG;부정적/VAX,18,7,25,1.6766490198914574,Hawkish
발주/NNG,92,36,128,1.6662993345834856,Hawkish
차등/NNG,116,54,170,1.400657411678872,Hawkish
배상금/NNG,121,18,139,4.383091727926125,Hawkish
내려놓/VV,13,6,19,1.4127320445381726,Hawkish
농안법/NNG,71,1,72,46.29414238255858,Hawkish
수익성/NNG;높/VV,34,12,46,1.847418827472995,Hawkish
스틱/NNG,35,11,46,2.0746414640071067,Hawkish
켤까/VV,48,1,49,31.29744837130721,Hawkish
주고받/VV,26,12,38,1.4127320445381726,Hawkish
고금리/NNG;부담/NNG,56,22,78,1.6597131712056852,Hawkish
환산/NNG,208,88,296,1.5411622304052792,Hawkish
빠듯/NNG,30,8,38,2.4451131540083755,Hawkish
인플레이션/NNG;지표/NNG;둔화/NNG,20,4,24,3.260150872011168,Hawkish
안진/NNG,21,8,29,1.7115792078058631,Hawkish
중소협력사/NNG,22,5,27,2.8689327673698277,Hawkish
이익/NNG;확대/NNG,14,4,18,2.282105610407817,Hawkish
부정적/VAX;영향/NNG;줄/VV,14,7,21,1.3040603488044669,Hawkish
벤처/NNG,630,69,699,5.953318983672567,Hawkish
수요자/NNG;선호/NNG;높/VA,14,3,17,3.042807480543756,Hawkish
유림/NNG,22,2,24,7.172331918424569,Hawkish
상속/NNG,71,34,105,1.361592423016429,Hawkish
직무/NNG,37,14,51,1.7232226037773315,Hawkish
건설/NNG;투자/NNG;둔화/NNG,39,1,40,25.429176801687102,Hawkish
해상/NNG,109,19,128,3.7405941584128137,Hawkish
가격/NNG;방어/NNG,14,3,17,3.042807480543756,Hawkish
운암/NNG,21,5,26,2.738526732489381,Hawkish
재고/NNG;감소/NNG,15,7,22,1.3972075165762146,Hawkish
부담금/NNG,75,31,106,1.5774923574247584,Hawkish
상여금/NNG,32,13,45,1.6049973523747287,Hawkish
전고점/NNG;넘/VV,19,3,22,4.1295244378808125,Hawkish
원가/NNG;개선/NNG,14,3,17,3.042807480543756,Hawkish
실망/NNG,300,137,437,1.42780330161073,Hawkish
정대/NNG,13,6,19,1.4127320445381726,Hawkish
대출/NNG;금리/NNG;낮/VV,29,12,41,1.575739588138731,Hawkish
실물/NNG;경제/NNG;성장/NNG,14,3,17,3.042807480543756,Hawkish
수율/NNG,16,8,24,1.304060348804467,Hawkish
기대/NNG;약하/VA,20,8,28,1.6300754360055838,Hawkish
보험회사/NNG,79,22,101,2.34138108080802,Hawkish
금리/NNG;인하/NNG;지연/NNG,580,241,821,1.5692012495987362,Hawkish
아파트매매가격지수/NNG,34,11,45,2.0153659936069035,Hawkish
경기/NNG;둔화/NNG;금리/NNG;인상/NNG,15,2,17,4.890226308016751,Hawkish
제일/NNG,37,8,45,3.01563955661033,Hawkish
안전진단/NNG,74,18,92,2.6805684947647377,Hawkish
만기평가일/NNG,28,1,29,18.256844883262534,Hawkish
가스/NNG,286,122,408,1.528529753106875,Hawkish
반감기/NNG,351,89,440,2.5714897889346515,Hawkish
물류/NNG,206,86,292,1.561839720079769,Hawkish
비경쟁인수/NNG,14,5,19,1.8256844883262535,Hawkish
사격/NNG,27,10,37,1.7604814708860304,Hawkish
불명예/NNG,20,3,23,4.346867829348224,Hawkish
재투자/NNG,180,86,266,1.3647143185163029,Hawkish
경락/NNG,48,2,50,15.648724185653604,Hawkish
대출/NNG;넘/VV,13,4,17,2.119098066807259,Hawkish
특판/NNG,276,68,344,2.6464754137502418,Hawkish
조준기/NNG,26,7,33,2.4218263620654388,Hawkish
전전/NNG,33,13,46,1.6551535196364389,Hawkish
환손실/NNG,27,4,31,4.401203677215076,Hawkish
영세자영업자/NNG,66,15,81,2.8689327673698277,Hawkish
체감/NNG,444,193,637,1.5000072405937392,Hawkish
경공/NNG,95,14,109,4.4244904691580125,Hawkish
분양권/NNG,69,25,94,1.7996032813501643,Hawkish
공급/NNG;급감/NNG,20,10,30,1.304060348804467,Hawkish
탈바꿈/NNG,37,13,50,1.85577818868328,Hawkish
마법/NNG,19,2,21,6.194286656821219,Hawkish
물밑/NNG,16,4,20,2.608120697608934,Hawkish
자본잠식/NNG;해소/NNG,28,2,30,9.128422441631267,Hawkish
공급/NNG;어렵/VA,14,3,17,3.042807480543756,Hawkish
후년/NNG,17,5,22,2.216902592967594,Hawkish
서금/NNG,21,7,28,1.9560905232067007,Hawkish
시급히/MAG,25,3,28,5.433584786685279,Hawkish
설명서/NNG,22,8,30,1.7930829796061425,Hawkish
일주일/NNG,14,3,17,3.042807480543756,Hawkish
건설/NNG,3238,1307,4545,1.6153586111051508,Hawkish
귀농/NNG,83,12,95,4.509875372948781,Hawkish
시험대/NNG,15,4,19,2.4451131540083755,Hawkish
오물/NNG,20,4,24,3.260150872011168,Hawkish
