pos_dic,Up,Down,total,Polarity Score,Polarity
업그레이드/NNG,64,24,88,1.7387471317392895,Hawkish
줄기/NNG,12,5,17,1.5648724185653602,Hawkish
채굴/NNG,132,47,179,1.8312336812998895,Hawkish
드립니다/VV,39,18,57,1.4127320445381726,Hawkish
의복/NNG,32,8,40,2.608120697608934,Hawkish
전망/NNG;밝/VA,22,10,32,1.4344663836849136,Hawkish
민족/NNG,45,7,52,4.191622549728645,Hawkish
코앞/NNG,21,9,30,1.5214037402718783,Hawkish
미니/NNG,42,21,63,1.304060348804467,Hawkish
원화/NNG;상승/NNG,17,6,23,1.847418827472995,Hawkish
무려/MAG,209,87,296,1.566371338506515,Hawkish
기업/NNG;대출/NNG;증가/NNG,20,5,25,2.608120697608934,Hawkish
점용/NNG,41,1,42,26.733237150491576,Hawkish
유가/NNG;원달러/NNG;상승/NNG,22,4,26,3.5861659592122845,Hawkish
넘보/VV,34,13,47,1.7053096868981492,Hawkish
실적/NNG;나쁘/VA,16,3,19,3.477494263478579,Hawkish
받아들여야/VV,26,11,37,1.5411622304052792,Hawkish
기대/NNG;주가/NNG;오르/VV,14,4,18,2.282105610407817,Hawkish
다툼/NNG,24,12,36,1.3040603488044669,Hawkish
돌리/VV,277,120,397,1.505102985911822,Hawkish
실적/NNG;상향/NNG,14,7,21,1.3040603488044669,Hawkish
공고/NNG,158,52,210,1.981168606837556,Hawkish
비춰/VV,36,15,51,1.5648724185653602,Hawkish
등락폭/NNG,29,9,38,2.100986117518308,Hawkish
배당/NNG,1157,444,1601,1.6990966481607754,Hawkish
익스포저/NNG,162,51,213,2.071154671630624,Hawkish
져야/VV,14,3,17,3.042807480543756,Hawkish
악성/NNG,120,41,161,1.9083809982504396,Hawkish
마친/VV,93,46,139,1.3182349178132111,Hawkish
섭니다/VV,13,5,18,1.6952784534458072,Hawkish
설문조사/NNG,287,103,390,1.8168219422664176,Hawkish
신용등급/NNG;상향/NNG,31,13,44,1.5548411851130184,Hawkish
취임사/NNG,17,4,21,2.7711282412094924,Hawkish
직항/NNG,41,4,45,6.683309287622894,Hawkish
주택/NNG;경기/NNG;침체/NNG,16,7,23,1.4903546843479625,Hawkish
바꾼다/VV,12,5,17,1.5648724185653602,Hawkish
환율변수/NNG,15,2,17,4.890226308016751,Hawkish
위험/NNG;과도/NNG,23,2,25,7.498347005625686,Hawkish
오래/MAG,327,147,474,1.4504344695886418,Hawkish
응답률/NNG,24,4,28,3.912181046413401,Hawkish
들어선다/VV,30,12,42,1.6300754360055836,Hawkish
비디아/NNG,26,7,33,2.4218263620654388,Hawkish
시설/NNG,726,338,1064,1.4005145166154482,Hawkish
사업권/NNG,14,5,19,1.8256844883262535,Hawkish
휴전/NNG,73,24,97,1.9832584471401271,Hawkish
하방/NNG;압력/NNG,108,50,158,1.4083851767088242,Hawkish
거래선/NNG,18,1,19,11.736543139240204,Hawkish
여정/NNG,32,5,37,4.172993116174295,Hawkish
위탁매매/NNG,36,18,54,1.3040603488044669,Hawkish
협박/NNG,29,8,37,2.363609382208097,Hawkish
거둔/VV,173,52,225,2.169254234068969,Hawkish
폭포/NNG,14,3,17,3.042807480543756,Hawkish
수월/NNG,72,35,107,1.3413192159131662,Hawkish
주주/NNG,702,311,1013,1.4717851525092218,Hawkish
비밀/NNG,36,7,43,3.353298039782915,Hawkish
투자/NNG;축소/NNG,20,8,28,1.6300754360055838,Hawkish
판매가격/NNG;인상/NNG,16,3,19,3.477494263478579,Hawkish
에어/NNG,25,9,34,1.811194928895093,Hawkish
면역항암제/NNG,16,3,19,3.477494263478579,Hawkish
판매/NNG;증대/NNG,16,1,17,10.432482790435737,Hawkish
분양대금/NNG,27,10,37,1.7604814708860304,Hawkish
순유입액/NNG,21,10,31,1.3692633662446905,Hawkish
만족/NNG,176,73,249,1.572017954723193,Hawkish
배당소득/NNG,113,38,151,1.9389318344066415,Hawkish
토의/NNG,25,12,37,1.3583961966713198,Hawkish
협력/NNG,802,360,1162,1.4525783329738646,Hawkish
존재감/NNG,28,13,41,1.4043726833278876,Hawkish
귀금속/NNG,69,14,83,3.2135772881252933,Hawkish
국제/NNG;유가/NNG;강세/NNG,22,4,26,3.5861659592122845,Hawkish
부진/NNG;완화/NNG,26,3,29,5.65092817815269,Hawkish
객사/NNG,15,7,22,1.3972075165762146,Hawkish
모원/NNG,24,1,25,15.648724185653604,Hawkish
금리정상화/NNG,96,44,140,1.4226112896048728,Hawkish
한마디/NNG,59,24,83,1.6029075120721574,Hawkish
금리/NNG;인하/NNG;경계/NNG,13,5,18,1.6952784534458072,Hawkish
여의치/VA,42,20,62,1.3692633662446905,Hawkish
전방위/NNG,55,26,81,1.3792945996970325,Hawkish
할당관세/NNG,24,7,31,2.2355320265219434,Hawkish
곡법/NNG,24,1,25,15.648724185653604,Hawkish
빗나갔/VV,12,5,17,1.5648724185653602,Hawkish
부원/NNG,13,5,18,1.6952784534458072,Hawkish
견조/NNG,1042,493,1535,1.378124628249751,Hawkish
경영자/NNG,27,10,37,1.7604814708860304,Hawkish
다채/NNG,31,10,41,2.021293540646924,Hawkish
화오/NNG,47,2,49,15.322709098452489,Hawkish
장애인/NNG,21,6,27,2.2821056104078177,Hawkish
연합회/NNG,177,55,232,2.0983516521671874,Hawkish
유례/NNG,14,6,20,1.521403740271878,Hawkish
상승곡선/NNG;그리/VV,18,5,23,2.3473086278480406,Hawkish
나와도/VV,22,2,24,7.172331918424569,Hawkish
소기업낙관지수/NNG,13,6,19,1.4127320445381726,Hawkish
국유재산/NNG,42,1,43,27.38526732489381,Hawkish
유동성/NNG;흡수/NNG,14,5,19,1.8256844883262535,Hawkish
주머니/NNG,30,10,40,1.9560905232067003,Hawkish
전세가격/NNG;오르/VV,87,25,112,2.2690650069197726,Hawkish
최저/NNG;떨어/VV,29,14,43,1.350633932690341,Hawkish
수주/NNG;위축/NNG,20,2,22,6.520301744022335,Hawkish
최종안/NNG,39,13,52,1.9560905232067003,Hawkish
위험/NNG;경계/NNG,17,4,21,2.7711282412094924,Hawkish
베일리/NNG,31,12,43,1.6844112838724363,Hawkish
판매사/NNG,99,19,118,3.397420382411638,Hawkish
베어/NNG,38,13,51,1.9059343559449904,Hawkish
다루/VV,54,27,81,1.3040603488044669,Hawkish
범용/NNG,31,11,42,1.8375395824062943,Hawkish
밀도/NNG,12,5,17,1.5648724185653602,Hawkish
월급통장/NNG,14,4,18,2.282105610407817,Hawkish
투자/NNG;회복/NNG,21,3,24,4.564211220815635,Hawkish
저시/NNG,26,3,29,5.65092817815269,Hawkish
입법화/NNG,36,15,51,1.5648724185653602,Hawkish
판매/NNG;줄/VV,21,10,31,1.3692633662446905,Hawkish
위인/NNG,20,9,29,1.4489559431160743,Hawkish
경쟁심/NNG,15,7,22,1.3972075165762146,Hawkish
거품/NNG,349,169,518,1.346500182641299,Hawkish
스태그플레이션/NNG,271,42,313,4.2071470776906015,Hawkish
손상차손/NNG,13,4,17,2.119098066807259,Hawkish
재건축초과이익환수/NNG,54,11,65,3.200875401610964,Hawkish
기대/NNG;지연/NNG,26,13,39,1.304060348804467,Hawkish
품질/NNG,148,72,220,1.3402842473823688,Hawkish
공동주택/NNG,127,33,160,2.5093282469419287,Hawkish
환수/NNG,92,24,116,2.4994490018752287,Hawkish
의무/NNG,291,126,417,1.5058792123099205,Hawkish
각오/NNG,36,15,51,1.5648724185653602,Hawkish
패턴/NNG,255,124,379,1.3408685038110448,Hawkish
g7/NNG,128,49,177,1.7032624963976712,Hawkish
꺼지/VV,49,21,70,1.5214037402718783,Hawkish
중요도/NNG,54,7,61,5.029947059674372,Hawkish
돌파구/NNG,63,25,88,1.6431160394936284,Hawkish
점도/NNG,13,6,19,1.4127320445381726,Hawkish
강점/NNG,153,69,222,1.4458060388919092,Hawkish
현충일/NNG,18,9,27,1.3040603488044669,Hawkish
관광단지/NNG,34,2,36,11.08451296483797,Hawkish
투사/NNG,27,9,36,1.9560905232067003,Hawkish
정년/NNG,16,7,23,1.4903546843479625,Hawkish
재화/NNG,125,38,163,2.144836100007347,Hawkish
부동산학/NNG,42,18,60,1.5214037402718783,Hawkish
복원/NNG,40,16,56,1.6300754360055838,Hawkish
연임/NNG,62,27,89,1.4972544745532768,Hawkish
조망권/NNG,24,8,32,1.9560905232067003,Hawkish
도로/NNG,221,82,303,1.7573008358889464,Hawkish
소득/NNG;오르/VV,13,5,18,1.6952784534458072,Hawkish
외표채/NNG,82,39,121,1.3709352384867473,Hawkish
예상/NNG;낮/VA,65,28,93,1.5136414762908992,Hawkish
브렌트유/NNG,307,147,454,1.3617228812345965,Hawkish
대표지수/NNG,77,25,102,2.008252937158879,Hawkish
민주/NNG,20,10,30,1.304060348804467,Hawkish
혼자/NNG,36,17,53,1.3807697810870827,Hawkish
뉴스/NNG,1228,605,1833,1.3234595936627154,Hawkish
지시/NNG,93,29,122,2.090993317910611,Hawkish
노동시장/NNG;둔화/NNG,24,8,32,1.9560905232067003,Hawkish
화폐수량설/NNG,30,1,31,19.560905232067004,Hawkish
외래/NNG,25,2,27,8.150377180027919,Hawkish
소비/NNG;회복/NNG,60,30,90,1.3040603488044669,Hawkish
디테일/NNG,13,4,17,2.119098066807259,Hawkish
장초/NNG,206,49,255,2.7411880801400024,Hawkish
물가/NNG;떨어/VV;않/VX,20,2,22,6.520301744022335,Hawkish
들썩였/VV,16,7,23,1.4903546843479625,Hawkish
보안관/NNG,61,1,62,39.77384063853625,Hawkish
트랜스/NNG,27,12,39,1.467067892405025,Hawkish
책임감/NNG,32,13,45,1.6049973523747287,Hawkish
불식/NNG,42,16,58,1.7115792078058631,Hawkish
민간/NNG;소비/NNG;개선/NNG,17,6,23,1.847418827472995,Hawkish
비엘/NNG,14,5,19,1.8256844883262535,Hawkish
무효/NNG,74,22,96,2.1931924048075127,Hawkish
승소/NNG,12,5,17,1.5648724185653602,Hawkish
어렵/VA;금리/NNG;인하/NNG,22,8,30,1.7930829796061425,Hawkish
마진/NNG;상승/NNG,25,7,32,2.328679194293691,Hawkish
래깅/NNG,29,2,31,9.454437528832386,Hawkish
미확보/NNG,75,3,78,16.300754360055837,Hawkish
소비/NNG;심리/NNG;회복/NNG,20,3,23,4.346867829348224,Hawkish
부사장/NNG,164,74,238,1.4450398459725171,Hawkish
근절/NNG,33,7,40,3.073856536467672,Hawkish
가격/NNG;높/VV,32,13,45,1.6049973523747287,Hawkish
증권거래위원회/NNG,65,29,94,1.461446942625696,Hawkish
싱크탱크/NNG,43,14,57,2.002664107092574,Hawkish
실리콘밸리/NNG,62,20,82,2.021293540646924,Hawkish
순이익/NNG;성장/NNG,16,2,18,5.216241395217868,Hawkish
경기/NNG;좋/VA;않/VX,23,8,31,1.8745867514064212,Hawkish
교촌/NNG,16,2,18,5.216241395217868,Hawkish
절차/NNG,585,279,864,1.3671600431014572,Hawkish
스텝/NNG,63,21,84,1.9560905232067003,Hawkish
비용/NNG;늘/VV,44,22,66,1.3040603488044669,Hawkish
보답/NNG,26,10,36,1.6952784534458072,Hawkish
결제성자금/NNG,45,19,64,1.54428199200529,Hawkish
토종/NNG,48,3,51,10.432482790435737,Hawkish
기대/NNG;오르/VV,14,4,18,2.282105610407817,Hawkish
택하/VV,43,19,62,1.4756472368050548,Hawkish
시영/NNG,16,1,17,10.432482790435737,Hawkish
강소기업/NNG,28,1,29,18.256844883262534,Hawkish
선두/NNG,89,36,125,1.6119634867166326,Hawkish
모회사/NNG,161,54,215,1.9440158903474,Hawkish
법정자본금/NNG,82,1,83,53.46647430098315,Hawkish
축적/NNG,159,60,219,1.7278799621659189,Hawkish
가감/NNG,17,3,20,3.69483765494599,Hawkish
과당경쟁/NNG,38,11,49,2.252467875207716,Hawkish
외환보유액/NNG;감소/NNG,12,6,18,1.3040603488044669,Hawkish
낮/VA;위험/NNG,36,8,44,2.9341357848100507,Hawkish
금리/NNG;인하/NNG;불확실/NNG,26,5,31,3.3905569068916144,Hawkish
분대/NNG,28,9,37,2.0285383203625043,Hawkish
증여/NNG,197,61,258,2.1057367927416397,Hawkish
설치/NNG,284,97,381,1.9090367992807664,Hawkish
자금사정/NNG;악화/NNG,22,5,27,2.8689327673698277,Hawkish
낙찰/NNG,504,225,729,1.4605475906610028,Hawkish
의회예산국/NNG,14,7,21,1.3040603488044669,Hawkish
무시/NNG,125,56,181,1.4554244964335568,Hawkish
보유한도/NNG,40,2,42,13.04060348804467,Hawkish
유독/MAG,102,37,139,1.7974885888926435,Hawkish
자기자본/NNG;확충/NNG,12,5,17,1.5648724185653602,Hawkish
무방/NNG,12,5,17,1.5648724185653602,Hawkish
차인/NNG,14,3,17,3.042807480543756,Hawkish
둘러보/VV,17,6,23,1.847418827472995,Hawkish
내수/NNG;부진/NNG,247,94,341,1.713313330610124,Hawkish
전속/NNG,176,13,189,8.827485438061007,Hawkish
물건비/NNG,23,1,24,14.996694011251371,Hawkish
우려/NNG;크/VV;금리/NNG;인하/NNG,12,5,17,1.5648724185653602,Hawkish
의료보험/NNG,16,8,24,1.304060348804467,Hawkish
가요/NNG,36,18,54,1.3040603488044669,Hawkish
석유화학기업/NNG,14,5,19,1.8256844883262535,Hawkish
당선자/NNG,23,10,33,1.499669401125137,Hawkish
가시성/NNG,24,8,32,1.9560905232067003,Hawkish
산원/NNG,409,136,545,1.960884862724364,Hawkish
옥석/NNG,204,90,294,1.4779350619783955,Hawkish
정비구역/NNG,27,8,35,2.200601838607538,Hawkish
빗나간/VV,14,3,17,3.042807480543756,Hawkish
경제/NNG;성장/NNG;금융안정/NNG,43,1,44,28.03729749929604,Hawkish
불패/NNG,23,3,26,4.998898003750457,Hawkish
조합/NNG,427,181,608,1.538214831324606,Hawkish
바디/NNG,17,4,21,2.7711282412094924,Hawkish
가격대/NNG,62,24,86,1.6844112838724363,Hawkish
바이백/NNG,72,29,101,1.6188335364469246,Hawkish
종식/NNG,41,14,55,1.9095169393208264,Hawkish
재생에너지/NNG,73,25,98,1.903928109254522,Hawkish
내수/NNG;침체/NNG,105,39,144,1.7554658541598591,Hawkish
역습/NNG,14,5,19,1.8256844883262535,Hawkish
구도심/NNG,33,4,37,5.379248938818426,Hawkish
경기/NNG;불확실성/NNG,66,29,95,1.483930741743014,Hawkish
눈여겨/VV,79,27,106,1.9077919917694977,Hawkish
닫기/VV,18,4,22,2.9341357848100507,Hawkish
기대/NNG;인플레이션/NNG;오르/VV,19,4,23,3.0971433284106094,Hawkish
분도/NNG,12,5,17,1.5648724185653602,Hawkish
섣불/MAG,104,30,134,2.260371271261076,Hawkish
불완전판매비율/NNG,47,1,48,30.645418196904977,Hawkish
통폐합/NNG,26,7,33,2.4218263620654388,Hawkish
실업수당/NNG,61,11,72,3.615803694412386,Hawkish
영업외수익/NNG,72,3,75,15.648724185653604,Hawkish
편대/NNG,16,1,17,10.432482790435737,Hawkish
여주/NNG,60,3,63,13.040603488044669,Hawkish
행보/NNG,265,127,392,1.3605354032802508,Hawkish
전망/NNG;넘/VV,66,17,83,2.531411265326318,Hawkish
금융사별/NNG,22,11,33,1.3040603488044669,Hawkish
수입/NNG;물가/NNG;상승/NNG,75,27,102,1.8111949288950928,Hawkish
고루/MAG,19,9,28,1.3765081459602708,Hawkish
예정자/NNG,20,8,28,1.6300754360055838,Hawkish
지지부진/NNG,121,54,175,1.461030575975375,Hawkish
인력/NNG,398,153,551,1.6961307804711694,Hawkish
지역구/NNG,20,6,26,2.173433914674112,Hawkish
국책연구기관/NNG,135,30,165,2.9341357848100507,Hawkish
시중/NNG;금리/NNG;상승/NNG,20,10,30,1.304060348804467,Hawkish
순매도금액/NNG,16,8,24,1.304060348804467,Hawkish
일희일비/NNG,32,9,41,2.318329508985719,Hawkish
부연/NNG,192,68,260,1.8410263747827769,Hawkish
순이자마진/NNG;개선/NNG,42,7,49,3.9121810464134015,Hawkish
전문기업/NNG,198,53,251,2.435886311917778,Hawkish
발목/NNG,178,55,233,2.1102067462472283,Hawkish
일지/NNG,26,9,35,1.8836427260508968,Hawkish
만든다/VV,17,1,18,11.08451296483797,Hawkish
덮치/VV,21,7,28,1.9560905232067007,Hawkish
최대/NNG;감소/NNG,17,8,25,1.3855641206047462,Hawkish
천국/NNG,18,9,27,1.3040603488044669,Hawkish
지체/NNG,71,30,101,1.5431380794186191,Hawkish
시카고상업거래소/NNG,35,11,46,2.0746414640071067,Hawkish
합한/VV,44,18,62,1.5938515374276818,Hawkish
지오/NNG,47,8,55,3.830677274613122,Hawkish
힘쓸/VV,16,6,22,1.7387471317392895,Hawkish
세밀/NNG,59,14,73,2.7478414492665557,Hawkish
인플레이션/NNG;떨어/VV,12,5,17,1.5648724185653602,Hawkish
과연/MAG,118,55,173,1.398901101444792,Hawkish
정무/NNG,15,2,17,4.890226308016751,Hawkish
실정/NNG,96,44,140,1.4226112896048728,Hawkish
뉴욕/NNG,900,392,1292,1.4970080534745158,Hawkish
의사소통/NNG,25,6,31,2.71679239334264,Hawkish
선별/NNG,179,74,253,1.5772081245675649,Hawkish
임의경매/NNG,50,14,64,2.328679194293691,Hawkish
견해차/NNG,15,5,20,1.9560905232067003,Hawkish
자본비용/NNG,35,7,42,3.260150872011168,Hawkish
건설현장/NNG,40,8,48,3.260150872011168,Hawkish
식사/NNG,35,16,51,1.426316006504886,Hawkish
특혜/NNG,21,9,30,1.5214037402718783,Hawkish
월단위/NNG,28,13,41,1.4043726833278876,Hawkish
건설/NNG;투자/NNG;회복/NNG,15,4,19,2.4451131540083755,Hawkish
현대/NNG,558,183,741,1.9881575809641872,Hawkish
비수기/NNG,93,31,124,1.9560905232067003,Hawkish
보유세/NNG,33,4,37,5.379248938818426,Hawkish
숙명/NNG,25,7,32,2.328679194293691,Hawkish
감리/NNG,26,10,36,1.6952784534458072,Hawkish
기상/NNG,71,32,103,1.4466919494549555,Hawkish
퍼져/VV,29,9,38,2.100986117518308,Hawkish
용이/NNG,94,41,135,1.4948984486295107,Hawkish
자생력/NNG,56,15,71,2.434245984435005,Hawkish
적자/NNG;축소/NNG,14,6,20,1.521403740271878,Hawkish
타운/NNG,230,59,289,2.541812544279894,Hawkish
노사/NNG,55,18,73,1.9923144217846025,Hawkish
바젤iii/NNG,22,7,29,2.049237690978448,Hawkish
전쟁/NNG,833,377,1210,1.440692666517402,Hawkish
영업외비용/NNG,39,3,42,8.476392267229036,Hawkish
첫해/NNG,24,7,31,2.2355320265219434,Hawkish
높/VA;상승/NNG,52,17,69,1.9944452393480083,Hawkish
전세시장/NNG;불안/NNG,19,5,24,2.4777146627284874,Hawkish
지정/NNG,550,222,772,1.6153900717172451,Hawkish
저층/NNG,28,4,32,4.5642112208156345,Hawkish
요주의여신/NNG,20,1,21,13.04060348804467,Hawkish
수중/NNG,13,6,19,1.4127320445381726,Hawkish
대면/NNG,142,33,175,2.805705598942944,Hawkish
민생안정/NNG,71,22,93,2.104279199207208,Hawkish
혁신당/NNG,29,6,35,3.151479176277462,Hawkish
인근/NNG,417,171,588,1.5900384954721132,Hawkish
달러인덱스/NNG;오르/VV,25,7,32,2.328679194293691,Hawkish
매수인/NNG,22,3,25,4.7815546122830455,Hawkish
물가/NNG;인상/NNG,30,9,39,2.1734339146741117,Hawkish
임금/NNG;오르/VV,13,4,17,2.119098066807259,Hawkish
파마/NNG,72,33,105,1.422611289604873,Hawkish
정책금융/NNG,401,185,586,1.4133194591097062,Hawkish
인회/NNG,21,5,26,2.738526732489381,Hawkish
군무원/NNG,29,4,33,4.727218764416193,Hawkish
88클럽/NNG,21,1,22,13.692633662446903,Hawkish
농작물/NNG,20,1,21,13.04060348804467,Hawkish
수출/NNG;급증/NNG,26,3,29,5.65092817815269,Hawkish
기류/NNG,49,23,72,1.3891077628569324,Hawkish
레이/NNG,14,5,19,1.8256844883262535,Hawkish
기업/NNG;투자/NNG;촉진/NNG,12,5,17,1.5648724185653602,Hawkish
전망/NNG;오르/VV,43,16,59,1.7523310937060026,Hawkish
유통구조/NNG;개선/NNG,23,9,32,1.6662993345834856,Hawkish
양주/NNG,26,7,33,2.4218263620654388,Hawkish
특색/NNG,32,7,39,2.9807093686959245,Hawkish
첨단산업/NNG,144,37,181,2.537630949024909,Hawkish
어르신/NNG,43,13,56,2.1567151922535417,Hawkish
이어간/NNG,63,18,81,2.282105610407817,Hawkish
금리/NNG;인하/NNG;기대/NNG;크/VV,113,38,151,1.9389318344066415,Hawkish
총사업비/NNG,30,13,43,1.504685017851308,Hawkish
물가/NNG;우려/NNG,42,6,48,4.564211220815635,Hawkish
파생결합사채/NNG,50,6,56,5.433584786685279,Hawkish
부록/NNG,14,3,17,3.042807480543756,Hawkish
불려/VV,14,7,21,1.3040603488044669,Hawkish
속내/NNG,14,7,21,1.3040603488044669,Hawkish
성능/NNG,92,39,131,1.5381224626924483,Hawkish
투기수요/NNG,25,5,30,3.260150872011168,Hawkish
부지/NNG,248,95,343,1.7021419289658306,Hawkish
영웅/NNG,16,8,24,1.304060348804467,Hawkish
앞세워/VV,83,33,116,1.639954681072284,Hawkish
처방/NNG,40,18,58,1.4489559431160743,Hawkish
환율효과/NNG,95,9,104,6.882540729801353,Hawkish
갖춰/VV,57,23,80,1.6159008669968395,Hawkish
호황/NNG,309,112,421,1.7989046775918764,Hawkish
농산물/NNG;가격/NNG;오르/VV,17,1,18,11.08451296483797,Hawkish
컬러/NNG,20,2,22,6.520301744022335,Hawkish
신세/NNG,26,6,32,2.825464089076345,Hawkish
금리/NNG;인하/NNG;기대/NNG;꺾/VV,62,16,78,2.526616925808655,Hawkish
소비자/NNG;물가/NNG;금리/NNG;인하/NNG,14,3,17,3.042807480543756,Hawkish
링컨/NNG,14,4,18,2.282105610407817,Hawkish
고향/NNG,19,7,26,1.7697961876632051,Hawkish
눈치보/VV,35,10,45,2.282105610407817,Hawkish
키스/NNG,89,17,106,3.413569736576399,Hawkish
한중일/NNG,19,6,25,2.0647622189404062,Hawkish
정보기술/NNG,152,65,217,1.524747484755992,Hawkish
대출/NNG;연체율/NNG;상승/NNG,39,12,51,2.119098066807259,Hawkish
인수금액/NNG,24,4,28,3.912181046413401,Hawkish
실적/NNG;양호/NNG,28,12,40,1.521403740271878,Hawkish
칭한/VV,25,5,30,3.260150872011168,Hawkish
예단/NNG,185,60,245,2.010426371073553,Hawkish
선주/NNG,15,2,17,4.890226308016751,Hawkish
노바/NNG,33,8,41,2.689624469409213,Hawkish
지표/NNG;안정/NNG,19,5,24,2.4777146627284874,Hawkish
미분양/NNG;주택/NNG;증가/NNG,14,3,17,3.042807480543756,Hawkish
경기/NNG;침체/NNG;빠지/VV,14,4,18,2.282105610407817,Hawkish
돌입/NNG,281,100,381,1.8322047900702765,Hawkish
젊은층/NNG,79,34,113,1.51501128758166,Hawkish
fed/NNG;통화정책/NNG;완화/NNG,28,7,35,2.6081206976089337,Hawkish
언어/NNG,45,16,61,1.833834865506282,Hawkish
처지/NNG,38,15,53,1.6518097751523249,Hawkish
금배지/NNG,16,8,24,1.304060348804467,Hawkish
임차권등기/NNG,48,1,49,31.29744837130721,Hawkish
방어/NNG,400,197,597,1.3239191358420983,Hawkish
재정전략회의/NNG,14,5,19,1.8256844883262535,Hawkish
응답비율/NNG,29,13,42,1.454528850589598,Hawkish
취향/NNG,22,11,33,1.3040603488044669,Hawkish
강자/NNG,32,14,46,1.4903546843479625,Hawkish
손익분기점/NNG,35,15,50,1.521403740271878,Hawkish
결정지/VV,15,7,22,1.3972075165762146,Hawkish
순금/NNG,30,6,36,3.260150872011167,Hawkish
이렇/VA,125,60,185,1.3583961966713196,Hawkish
랜드마크/NNG,43,17,60,1.6492527940762378,Hawkish
제품/NNG;확대/NNG,27,1,28,17.604814708860303,Hawkish
개정/NNG,616,284,900,1.4142626318020275,Hawkish
경제매체/NNG,31,15,46,1.3475290270979492,Hawkish
결과물/NNG,37,11,48,2.1931924048075127,Hawkish
지수/NNG;오르/VV,188,85,273,1.4421373269131752,Hawkish
귀추/NNG,14,6,20,1.521403740271878,Hawkish
저가/NNG,49,8,57,3.99368481821368,Hawkish
사이니지/NNG,22,1,23,14.344663836849138,Hawkish
설계사/NNG,153,27,180,3.6948376549459896,Hawkish
수입기업/NNG,15,2,17,4.890226308016751,Hawkish
제조업/NNG;지표/NNG;둔화/NNG,19,1,20,12.388573313642436,Hawkish
사업주/NNG,111,5,116,14.475069871729584,Hawkish
생계형/NNG,22,9,31,1.5938515374276818,Hawkish
보험료/NNG,398,117,515,2.2180171744622985,Hawkish
든든/NNG,94,26,120,2.357339861300382,Hawkish
자본비율/NNG;개선/NNG,13,4,17,2.119098066807259,Hawkish
소속/NNG,140,60,200,1.521403740271878,Hawkish
입학/NNG,19,8,27,1.548571664205305,Hawkish
워크숍/NNG,27,6,33,2.9341357848100507,Hawkish
반대매매/NNG,39,6,45,4.238196133614518,Hawkish
신숙/NNG,21,1,22,13.692633662446903,Hawkish
복지/NNG,318,158,476,1.3123138953158875,Hawkish
티맥스/NNG,48,1,49,31.29744837130721,Hawkish
민간/NNG;소비/NNG;회복/NNG,36,14,50,1.6766490198914574,Hawkish
경기/NNG;불황/NNG,60,24,84,1.6300754360055836,Hawkish
허가/NNG,163,52,215,2.0438638159146936,Hawkish
혹한기/NNG,38,7,45,3.5395923753264107,Hawkish
매입소각/NNG,65,31,96,1.3671600431014574,Hawkish
절실/NNG,84,35,119,1.5648724185653606,Hawkish
강성/NNG,19,6,25,2.0647622189404062,Hawkish
지사/NNG,66,18,84,2.3907773061415227,Hawkish
양배추/NNG,18,4,22,2.9341357848100507,Hawkish
면적/NNG,301,79,380,2.484317499937624,Hawkish
소비자/NNG;많/VA,19,1,20,12.388573313642436,Hawkish
지방은행/NNG,492,149,641,2.153012387959053,Hawkish
고용/NNG;둔화/NNG,68,33,101,1.343577329071269,Hawkish
집값/NNG;바닥/NNG,26,9,35,1.8836427260508968,Hawkish
위상/NNG,108,44,152,1.600437700805482,Hawkish
초석/NNG,24,12,36,1.3040603488044669,Hawkish
탕정/NNG,16,8,24,1.304060348804467,Hawkish
갇혀/VV,33,13,46,1.6551535196364389,Hawkish
수출/NNG;높/VA;증가/NNG,31,6,37,3.368822567744873,Hawkish
봉투/NNG,23,3,26,4.998898003750457,Hawkish
줄줄이/MAG,199,75,274,1.730053396080593,Hawkish
부흥/NNG,18,6,24,1.9560905232067003,Hawkish
저지/NNG,45,22,67,1.333698084004569,Hawkish
생성/NNG,210,99,309,1.383094309338071,Hawkish
대출/NNG;급증/NNG,15,3,18,3.260150872011167,Hawkish
사이즈/NNG,12,5,17,1.5648724185653602,Hawkish
글로벌/NNG;수요/NNG;회복/NNG,15,7,22,1.3972075165762146,Hawkish
하락/NNG;멈추/VV;상승/NNG,14,3,17,3.042807480543756,Hawkish
매출/NNG;상승/NNG,36,8,44,2.9341357848100507,Hawkish
이익/NNG;감소/NNG,29,10,39,1.8908875057664771,Hawkish
판매가격/NNG;하락/NNG,30,9,39,2.1734339146741117,Hawkish
경과물/NNG,13,5,18,1.6952784534458072,Hawkish
면책/NNG,42,11,53,2.489569756808528,Hawkish
금융투자업/NNG,13,5,18,1.6952784534458072,Hawkish
가계/NNG;부채/NNG;관리/NNG;강화/NNG,15,2,17,4.890226308016751,Hawkish
법인자금/NNG,13,5,18,1.6952784534458072,Hawkish
경제/NNG;지표/NNG;양호/NNG,12,6,18,1.3040603488044669,Hawkish
들어맞/VV,20,6,26,2.173433914674112,Hawkish
수주/NNG;부진/NNG,17,6,23,1.847418827472995,Hawkish
다투/VV,17,8,25,1.3855641206047462,Hawkish
기지/NNG,54,23,77,1.5308534529443742,Hawkish
교사/NNG,25,7,32,2.328679194293691,Hawkish
순이익/NNG;소폭/MAG;감소/NNG,15,2,17,4.890226308016751,Hawkish
자금/NNG;최대/NNG,17,7,24,1.58350185211971,Hawkish
