neg_dic,Up,Down,total,Polarity Score,Polarity
라스/NNG,5,18,23,0.1811194928895093,Dovish
가나/NNG,10,13,23,0.5015616726171027,Dovish
수익증권/NNG;증가/NNG,10,22,32,0.2963773520010152,Dovish
가난/NNG,11,10,21,0.7172331918424568,Dovish
마비/NNG,5,12,17,0.2716792393342639,Dovish
양질/NNG,43,46,89,0.6095064673760009,Dovish
구조조정/NNG,782,765,1547,0.6665197338333942,Dovish
휴사/NNG,35,47,82,0.4855543851931526,Dovish
금리/NNG;안정/NNG,35,39,74,0.5851552847199532,Dovish
화려/NNG,10,19,29,0.3431737760011755,Dovish
뒤흔들/VV,9,9,18,0.6520301744022334,Dovish
대점/NNG,7,11,18,0.4149282928014213,Dovish
투자대상/NNG,61,78,139,0.5099210338273877,Dovish
상설/NNG,13,18,31,0.4709106815127242,Dovish
소위/NNG,47,47,94,0.6520301744022334,Dovish
실거/NNG,13,18,31,0.4709106815127242,Dovish
길동/NNG,15,21,36,0.4657358388587382,Dovish
기채/NNG,14,13,27,0.7021863416639438,Dovish
아마/MAG,59,56,115,0.6869603623166388,Dovish
대출/NNG;많/VA,12,11,23,0.7113056448024364,Dovish
국채/NNG,5666,6546,12212,0.5643756443878788,Dovish
중간/NNG,217,192,409,0.7369299366941909,Dovish
db/NNG,248,408,656,0.3963320667935144,Dovish
상단/NNG,501,461,962,0.708605460684423,Dovish
아기/NNG,10,9,19,0.7244779715580372,Dovish
도덕적해이/NNG,26,29,55,0.5845787770502784,Dovish
편취/NNG,9,8,17,0.7335339462025127,Dovish
등급평가/NNG,5,13,18,0.2507808363085513,Dovish
황원/NNG,4,116,120,0.0224837991173184,Dovish
제철/NNG,11,10,21,0.7172331918424568,Dovish
연체액/NNG,87,99,186,0.5729962138686294,Dovish
실적/NNG;증가/NNG,15,20,35,0.4890226308016751,Dovish
녹색/NNG,54,59,113,0.5967733799613663,Dovish
관행/NNG,97,93,190,0.6800744829786738,Dovish
범어/NNG,18,24,42,0.4890226308016751,Dovish
신종자본증권/NNG,203,185,388,0.7154709481278562,Dovish
무보증사채/NNG,24,35,59,0.4471064053043886,Dovish
오디오/NNG,8,10,18,0.5216241395217869,Dovish
수여/NNG,15,23,38,0.4252370702623262,Dovish
경제활동인구/NNG,17,16,33,0.6927820603023731,Dovish
연사/NNG,15,17,32,0.5753207421196178,Dovish
링깃/NNG,8,25,33,0.2086496558087147,Dovish
자금난/NNG,52,78,130,0.4346867829348223,Dovish
비즈니스모델/NNG,25,25,50,0.6520301744022334,Dovish
채권펀드/NNG,177,242,419,0.4768981027652699,Dovish
밝힘/VV,36,48,84,0.4890226308016751,Dovish
완전/NNG,637,600,1237,0.6922387018237046,Dovish
경제/NNG;악화/NNG,6,12,18,0.3260150872011167,Dovish
국채입찰/NNG;수요/NNG;부진/NNG,3,32,35,0.0611278288502093,Dovish
초전도체/NNG,10,9,19,0.7244779715580372,Dovish
미시/NNG,78,68,146,0.7479169647555032,Dovish
러셀지수/NNG,10,26,36,0.2507808363085513,Dovish
유럽의회/NNG,32,43,75,0.4852317576946854,Dovish
누그러뜨렸/VV,4,18,22,0.1448955943116074,Dovish
방한/NNG,51,58,109,0.5733368774916191,Dovish
마이너스통장대출/NNG,9,11,20,0.5334792336018274,Dovish
전망/NNG;강세/NNG,4,16,20,0.1630075436005583,Dovish
안심/NNG,192,180,372,0.6954988526957157,Dovish
브레턴우즈체제/NNG,4,18,22,0.1448955943116074,Dovish
은행업계/NNG,61,68,129,0.5849094211549448,Dovish
사임/NNG,15,40,55,0.2445113154008375,Dovish
상환권/NNG,8,12,20,0.4346867829348224,Dovish
미트/NNG,8,13,21,0.4012493380936822,Dovish
계량모형/NNG,6,11,17,0.3556528224012182,Dovish
신용등급/NNG;전망/NNG;안정/NNG;부정적/VAX;하향/NNG,15,15,30,0.6520301744022334,Dovish
임대사업자/NNG,25,29,54,0.5620949779329599,Dovish
휘청이/VV,15,16,31,0.6112782885020939,Dovish
건설공제조합/NNG,13,17,30,0.4986113098370021,Dovish
생물/NNG,11,11,22,0.6520301744022334,Dovish
경기/NNG;침체/NNG;위험/NNG,10,11,21,0.5927547040020305,Dovish
간별/NNG,17,28,45,0.3958754630299275,Dovish
다층/NNG,9,8,17,0.7335339462025127,Dovish
사회공헌활동/NNG,31,130,161,0.1554841185113018,Dovish
오피스텔/NNG,500,440,940,0.740943380002538,Dovish
인플레이션/NNG;경계/NNG,18,29,47,0.4047083841117311,Dovish
aa등급/NNG,84,99,183,0.5532377237352284,Dovish
순발행금액/NNG,32,31,63,0.6730634058345637,Dovish
다발/NNG,9,22,31,0.2667396168009137,Dovish
수익증권/NNG,61,113,174,0.3519808906065154,Dovish
인지세/NNG,6,24,30,0.1630075436005583,Dovish
요금/NNG;인하/NNG,9,8,17,0.7335339462025127,Dovish
미온/NNG,15,14,29,0.6986037582881073,Dovish
비상시/NNG,10,14,24,0.4657358388587382,Dovish
채도/NNG,5,12,17,0.2716792393342639,Dovish
독일채/NNG,12,27,39,0.2897911886232148,Dovish
가져야/VV,32,33,65,0.6322716842688325,Dovish
개별기업/NNG,50,51,101,0.6392452690217976,Dovish
언니/NNG,9,12,21,0.4890226308016751,Dovish
돌아와/VV,12,14,26,0.5588830066304858,Dovish
전후/NNG,231,209,440,0.7206649296024686,Dovish
단체장/NNG,6,11,17,0.3556528224012182,Dovish
주식담보대출/NNG,26,28,54,0.6054565905163597,Dovish
궤적/NNG,20,25,45,0.5216241395217868,Dovish
부채비율/NNG;상승/NNG,9,10,19,0.5868271569620102,Dovish
작성자/NNG,105,172,277,0.3980416762339216,Dovish
중시/NNG,95,86,181,0.7202658903280487,Dovish
소비자/NNG;물가/NNG;상승률/NNG;낮/VA,11,13,24,0.551717839878813,Dovish
좌파/NNG,10,30,40,0.2173433914674111,Dovish
변할/VV,19,20,39,0.6194286656821218,Dovish
수출국/NNG,44,80,124,0.3586165959212284,Dovish
콘셉트/NNG,22,20,42,0.7172331918424568,Dovish
안정국면/NNG,16,25,41,0.4172993116174294,Dovish
계열회사/NNG,54,71,125,0.4959102734890226,Dovish
상환액/NNG,40,73,113,0.3572768078916348,Dovish
옛날/NNG,15,17,32,0.5753207421196178,Dovish
발표자/NNG,16,17,33,0.6136754582609257,Dovish
철저히/MAG,88,82,170,0.6997396993584944,Dovish
상급/NNG,22,47,69,0.3052056135499816,Dovish
과대평가/NNG,17,19,36,0.5833954192019984,Dovish
금리/NNG;급락/NNG,25,26,51,0.6269520907713784,Dovish
내연/NNG,9,11,20,0.5334792336018274,Dovish
빈도/NNG,30,27,57,0.7244779715580371,Dovish
신용잔고/NNG,11,17,28,0.4219018775543863,Dovish
볼커룰/NNG,12,11,23,0.7113056448024364,Dovish
화합/NNG,13,31,44,0.2734320086202915,Dovish
진행자/NNG,2,91,93,0.0143303335033457,Dovish
경직/NNG,146,147,293,0.6475945949845312,Dovish
주택/NNG;거래/NNG;증가/NNG,12,30,42,0.2608120697608934,Dovish
기대수명/NNG,3,75,78,0.0260812069760893,Dovish
국제/NNG;금융시장/NNG;불안/NNG,9,10,19,0.5868271569620102,Dovish
역효과/NNG,11,10,21,0.7172331918424568,Dovish
자산/NNG;증가/NNG,20,25,45,0.5216241395217868,Dovish
환매수/NNG,17,19,36,0.5833954192019984,Dovish
금리/NNG;인하/NNG;금리/NNG;인하/NNG,16,17,33,0.6136754582609257,Dovish
소비자/NNG;물가/NNG;상승률/NNG;물가/NNG;안정/NNG,15,19,34,0.5147606640017633,Dovish
수출/NNG;경기/NNG;회복/NNG,14,20,34,0.4564211220815634,Dovish
가업/NNG,23,23,46,0.6520301744022335,Dovish
공백기/NNG,17,25,42,0.4433805185935188,Dovish
육상/NNG,22,23,45,0.623681036384745,Dovish
월세/NNG,387,434,821,0.5814186117365538,Dovish
트래픽/NNG,14,35,49,0.2608120697608934,Dovish
대출/NNG;금리/NNG;높/VA,11,13,24,0.551717839878813,Dovish
예상/NNG;상승/NNG;밑돌/VV,3,15,18,0.1304060348804467,Dovish
비상계획/NNG,8,12,20,0.4346867829348224,Dovish
국은/NNG,8,9,17,0.5795823772464298,Dovish
주미/NNG,1,18,19,0.0362238985779018,Dovish
체크카드/NNG,111,175,286,0.4135734249065595,Dovish
수임/NNG,7,17,24,0.2684830129891549,Dovish
건전성/NNG;지표/NNG;악화/NNG,16,20,36,0.5216241395217869,Dovish
기대/NNG;충족/NNG,14,14,28,0.6520301744022334,Dovish
물가/NNG;하향/NNG,11,12,23,0.5976943265353807,Dovish
우량/NNG,341,310,651,0.7172331918424568,Dovish
반려/NNG,13,13,26,0.6520301744022335,Dovish
원리금/NNG;부담/NNG,5,23,28,0.141745690087442,Dovish
미국식/NNG,4,16,20,0.1630075436005583,Dovish
민감히/MAG,8,13,21,0.4012493380936822,Dovish
하락/NNG;안정/NNG,10,9,19,0.7244779715580372,Dovish
일시적/VAX;증가/NNG,14,15,29,0.6085614961087512,Dovish
마포/NNG,40,35,75,0.7451773421739812,Dovish
이어받/VV,31,29,60,0.6969977726368703,Dovish
주택시장/NNG;회복/NNG,43,44,87,0.6372113068021827,Dovish
퍼스트/NNG,47,45,92,0.681009293264555,Dovish
선진국/NNG,778,1225,2003,0.4141056944366838,Dovish
선회/NNG,60,62,122,0.6309969429699034,Dovish
어머니/NNG,10,10,20,0.6520301744022335,Dovish
물가/NNG;상승률/NNG;상승/NNG,11,10,21,0.7172331918424568,Dovish
투수/NNG,26,24,50,0.7063660222690863,Dovish
경제/NNG;개선/NNG,17,24,41,0.4618547068682487,Dovish
국의/NNG,24,22,46,0.7113056448024364,Dovish
소화/NNG,221,204,425,0.7063660222690863,Dovish
고용시장/NNG;강하/VA,12,11,23,0.7113056448024364,Dovish
순매도우위/NNG,7,15,22,0.3042807480543756,Dovish
물가/NNG;상승/NNG;견인/NNG,9,9,18,0.6520301744022334,Dovish
주택건설협회/NNG,18,24,42,0.4890226308016751,Dovish
반작용/NNG,21,33,54,0.4149282928014213,Dovish
준정부기관/NNG,8,14,22,0.3725886710869905,Dovish
미정/NNG,11,11,22,0.6520301744022334,Dovish
다면/NNG,39,50,89,0.5085835360337421,Dovish
완만/NNG;경기/NNG;회복/NNG,5,14,19,0.2328679194293691,Dovish
부작용/NNG,237,242,479,0.6385584765840056,Dovish
매도헤지/NNG,10,13,23,0.5015616726171027,Dovish
opec/NNG;감산/NNG,28,31,59,0.5889304801052432,Dovish
대부업/NNG,167,360,527,0.3024695531254805,Dovish
작성/NNG,631,593,1224,0.6938128837231186,Dovish
관행개선/NNG,5,16,21,0.2037594295006979,Dovish
핵무기/NNG,10,16,26,0.4075188590013959,Dovish
멀티플/NNG,10,9,19,0.7244779715580372,Dovish
예상/NNG;미루/VV,9,8,17,0.7335339462025127,Dovish
정확/VAX,95,83,178,0.7462995972073756,Dovish
척도/NNG,19,18,37,0.6882540729801354,Dovish
원선/NNG,112,132,244,0.5532377237352284,Dovish
고용자수/NNG;증가/NNG,31,28,59,0.7218905502310442,Dovish
지정학/NNG;긴장/NNG;완화/NNG,6,13,19,0.3009370035702616,Dovish
매운맛/NNG,5,32,37,0.1018797147503489,Dovish
인터넷은행/NNG,415,376,791,0.7196609637684226,Dovish
상장예비심사/NNG,9,21,30,0.2794415033152429,Dovish
반사/NNG,24,28,52,0.5588830066304858,Dovish
출로/NNG,18,24,42,0.4890226308016751,Dovish
오염/NNG,11,27,38,0.2656419229046136,Dovish
한해서/VV,17,16,33,0.6927820603023731,Dovish
연금액/NNG,8,15,23,0.3477494263478579,Dovish
기금/NNG,799,865,1664,0.6022798951992885,Dovish
도인/NNG,9,11,20,0.5334792336018274,Dovish
경기민감업종/NNG,9,52,61,0.1128513763388481,Dovish
취업자/NNG,128,113,241,0.738582852420229,Dovish
거액/NNG,40,40,80,0.6520301744022335,Dovish
가계/NNG;부채/NNG;증가/NNG,50,69,119,0.4724856336248069,Dovish
목표일/NNG,2,24,26,0.0543358478668528,Dovish
혼합/NNG,199,323,522,0.4017151848484348,Dovish
안녕/NNG,25,33,58,0.4939622533350253,Dovish
미채권/NNG,14,27,41,0.3380897200604173,Dovish
하락/NNG;효과/NNG,19,17,36,0.7287396066848493,Dovish
트래블/NNG,142,169,311,0.5478596731663737,Dovish
기타법인/NNG,105,186,291,0.368081550065777,Dovish
실입주/NNG,6,13,19,0.3009370035702616,Dovish
ftse/NNG,158,204,362,0.50500376252722,Dovish
상환기금채/NNG,7,11,18,0.4149282928014213,Dovish
불확실성/NNG;증대/NNG,25,29,54,0.5620949779329599,Dovish
단기물/NNG;금리/NNG;상승/NNG,9,8,17,0.7335339462025127,Dovish
매주/NNG,86,84,170,0.6675547023641915,Dovish
출하비율/NNG,18,16,34,0.7335339462025127,Dovish
결정문/NNG,42,44,86,0.622392439202132,Dovish
미주/NNG,26,38,64,0.4461259088015282,Dovish
배포/NNG,480,575,1055,0.5443034499357775,Dovish
나노공정/NNG,9,10,19,0.5868271569620102,Dovish
희생/NNG,13,19,32,0.4461259088015282,Dovish
사업자금/NNG,20,19,39,0.6863475520023511,Dovish
주봉/NNG,16,20,36,0.5216241395217869,Dovish
동태/NNG,8,9,17,0.5795823772464298,Dovish
대조표/NNG,5,12,17,0.2716792393342639,Dovish
인쇄/NNG,6,12,18,0.3260150872011167,Dovish
변동/NNG,2813,2603,5416,0.7046334539352604,Dovish
포워드/NNG,11,43,54,0.1667984167075481,Dovish
상세히/MAG,19,17,36,0.7287396066848493,Dovish
時差/NNG,1,26,27,0.0250780836308551,Dovish
연고점/NNG;높/VV,4,17,21,0.1534188645652314,Dovish
위조/NNG,8,9,17,0.5795823772464298,Dovish
준거/NNG,40,70,110,0.3725886710869906,Dovish
온건/NNG,7,10,17,0.4564211220815634,Dovish
특이/NNG,33,60,93,0.3586165959212284,Dovish
심도/NNG,6,18,24,0.2173433914674111,Dovish
유동성/NNG;높/VA,20,19,39,0.6863475520023511,Dovish
전망/NNG;성장/NNG,8,12,20,0.4346867829348224,Dovish
자기자본비율/NNG,78,103,181,0.4937704233337302,Dovish
dr/NNG,8,24,32,0.2173433914674112,Dovish
대부업법/NNG,10,19,29,0.3431737760011755,Dovish
기준등급/NNG,10,19,29,0.3431737760011755,Dovish
자금시장/NNG,78,93,171,0.546864017240583,Dovish
예하/NNG,44,42,86,0.6830792303261494,Dovish
대처/NNG,95,89,184,0.6959872648113727,Dovish
경제/NNG;부정적/VAX,12,12,24,0.6520301744022334,Dovish
켜진/VV,22,19,41,0.7549823072025862,Dovish
이브/NNG,12,12,24,0.6520301744022334,Dovish
빨리/MAG;금리/NNG;인하/NNG,5,13,18,0.2507808363085513,Dovish
증기/NNG,8,20,28,0.2608120697608934,Dovish
고객자금/NNG,10,27,37,0.2414926571860124,Dovish
망설이/VV,27,26,53,0.6771082580330886,Dovish
항셍지수/NNG,117,123,240,0.6202238244313929,Dovish
신용등급/NNG;전망/NNG;하향/NNG,16,38,54,0.2745390208009404,Dovish
황한/NNG,7,22,29,0.2074641464007106,Dovish
影響/NNG,8,13,21,0.4012493380936822,Dovish
한번/MAG,37,35,72,0.6892890415109326,Dovish
민영화/NNG,11,39,50,0.1839059466262709,Dovish
지급일/NNG,16,20,36,0.5216241395217869,Dovish
주택담보대출/NNG;금리/NNG;내리/VV,13,19,32,0.4461259088015282,Dovish
유휴노동력/NNG,12,15,27,0.5216241395217868,Dovish
다양화/NNG,36,52,88,0.4514055053553924,Dovish
구제금융안/NNG,2,15,17,0.0869373565869644,Dovish
발행/NNG,5191,5412,10603,0.6254044041614919,Dovish
주식비중/NNG,36,61,97,0.3848046930898427,Dovish
일식/NNG,5,28,33,0.1164339597146845,Dovish
연대보증/NNG,47,50,97,0.6129083639380994,Dovish
오버/NNG,43,55,98,0.5097690454417462,Dovish
기평/NNG,201,212,413,0.6181984200700421,Dovish
소방/NNG,8,12,20,0.4346867829348224,Dovish
베이지북/NNG,88,97,185,0.5915325293546035,Dovish
cb/NNG,108,151,259,0.4663527075194782,Dovish
잔존/NNG,135,141,276,0.6242842095340534,Dovish
다진/VV,18,25,43,0.4694617255696081,Dovish
리치/NNG,20,28,48,0.4657358388587382,Dovish
여력/NNG;확대/NNG,9,10,19,0.5868271569620102,Dovish
주택매매/NNG,157,140,297,0.731205267008219,Dovish
대체/NNG,200,187,387,0.6973584752965064,Dovish
행의/NNG,22,28,50,0.512309422744612,Dovish
중상위/NNG,8,13,21,0.4012493380936822,Dovish
올레/NNG,3,16,19,0.1222556577004187,Dovish
공부/NNG,39,34,73,0.7479169647555032,Dovish
끊겼/VV,11,12,23,0.5976943265353807,Dovish
밝혔으며/VV,13,34,47,0.249305654918501,Dovish
수자/NNG,21,19,40,0.7206649296024688,Dovish
폐업/NNG,364,316,680,0.7510727325392816,Dovish
다반사/NNG,9,8,17,0.7335339462025127,Dovish
영세기업/NNG,7,12,19,0.3803509350679695,Dovish
보유기업/NNG,10,20,30,0.3260150872011167,Dovish
체류/NNG,36,37,73,0.6344077372562272,Dovish
꼬박꼬박/MAG,7,11,18,0.4149282928014213,Dovish
수출보험/NNG,7,27,34,0.1690448600302086,Dovish
채권시장/NNG;강세/NNG,55,55,110,0.6520301744022335,Dovish
독신/NNG,3,54,57,0.0362238985779018,Dovish
상존/NNG,264,274,538,0.6282334527087212,Dovish
언더/NNG,31,39,70,0.5182803950376728,Dovish
떼일/VV,7,16,23,0.2852632013009771,Dovish
놀이터/NNG,13,48,61,0.1765915055672715,Dovish
다양/NNG;위험/NNG,12,19,31,0.4118085312014106,Dovish
흘러들/VV,9,8,17,0.7335339462025127,Dovish
납입금/NNG,44,45,89,0.6375406149710727,Dovish
수출/NNG;가격/NNG;개선/NNG,6,16,22,0.2445113154008375,Dovish
구제금융/NNG,46,131,177,0.2289571604771201,Dovish
유로엔/NNG,10,9,19,0.7244779715580372,Dovish
경제주체/NNG;심리/NNG;위축/NNG,5,14,19,0.2328679194293691,Dovish
옮겨간/VV,10,16,26,0.4075188590013959,Dovish
상충관계/NNG,5,15,20,0.2173433914674111,Dovish
자산/NNG;가격/NNG;거품/NNG,10,9,19,0.7244779715580372,Dovish
돌아보/VV,17,20,37,0.5542256482418985,Dovish
전망/NNG;강화/NNG,16,16,32,0.6520301744022335,Dovish
차분/NNG,14,19,33,0.4804432864016457,Dovish
스프레드/NNG,4532,5266,9798,0.5611471231277863,Dovish
소지자/NNG,2,17,19,0.0767094322826157,Dovish
하락룸/NNG,16,20,36,0.5216241395217869,Dovish
지준일/NNG,15,16,31,0.6112782885020939,Dovish
소계/NNG,10,11,21,0.5927547040020305,Dovish
준다고/VV,10,10,20,0.6520301744022335,Dovish
소스/NNG,11,12,23,0.5976943265353807,Dovish
전망/NNG;불확실/NNG,9,8,17,0.7335339462025127,Dovish
예상밖/NNG;부진/NNG,7,11,18,0.4149282928014213,Dovish
채권/NNG;금리/NNG;하향/NNG;안정/NNG,9,17,26,0.3451924452717707,Dovish
경제/NNG;지표/NNG;악화/NNG,13,28,41,0.3027282952581798,Dovish
순응/NNG,10,10,20,0.6520301744022335,Dovish
지적재산권/NNG,189,250,439,0.4929348118480884,Dovish
대외/NNG,1138,984,2122,0.7540755472253473,Dovish
금융시스템/NNG,71,73,144,0.6341663340076518,Dovish
따라서/VV,242,244,486,0.6466856647759857,Dovish
수요/NNG;확보/NNG,28,27,55,0.6761794401208346,Dovish
정규/NNG,29,25,54,0.7563550023065909,Dovish
공동체/NNG,11,11,22,0.6520301744022334,Dovish
금리/NNG;하회/NNG,12,18,30,0.4346867829348222,Dovish
데스/NNG,14,15,29,0.6085614961087512,Dovish
펀더멘털/NNG;개선/NNG,23,33,56,0.4544452730682233,Dovish
경향/NNG,362,327,689,0.7218193368000261,Dovish
페소/NNG,97,227,324,0.2786208234229809,Dovish
스케줄/NNG,25,23,48,0.7087284504372103,Dovish
공급측면/NNG,92,95,187,0.631439747842163,Dovish
예상/NNG;성장/NNG,8,13,21,0.4012493380936822,Dovish
기업/NNG;환경/NNG;개선/NNG,6,14,20,0.2794415033152429,Dovish
디플레이션/NNG,200,325,525,0.4012493380936821,Dovish
합성etf/NNG,62,93,155,0.4346867829348224,Dovish
마두/NNG,6,11,17,0.3556528224012182,Dovish
시발점/NNG,5,15,20,0.2173433914674111,Dovish
지표/NNG;하락/NNG,15,20,35,0.4890226308016751,Dovish
도모/NNG,109,102,211,0.6967773432337594,Dovish
빨리/MAG,293,318,611,0.6007699405655799,Dovish
고금리/NNG;이자/NNG;부담/NNG,9,13,22,0.4514055053553924,Dovish
산업혁명/NNG,14,13,27,0.7021863416639438,Dovish
디폴트/NNG,123,192,315,0.4177068304764308,Dovish
분할상환/NNG,61,64,125,0.6214662599771289,Dovish
업명/NNG,9,11,20,0.5334792336018274,Dovish
찾아올/VV,5,12,17,0.2716792393342639,Dovish
대생/NNG,10,17,27,0.3835471614130785,Dovish
순투자/NNG,40,64,104,0.4075188590013959,Dovish
실생활/NNG,6,16,22,0.2445113154008375,Dovish
글로벌/NNG;금융시장/NNG;불확실성/NNG,9,9,18,0.6520301744022334,Dovish
주입/NNG,3,20,23,0.097804526160335,Dovish
리턴/NNG,29,25,54,0.7563550023065909,Dovish
경제/NNG;확장/NNG,7,17,24,0.2684830129891549,Dovish
경제/NNG;물가/NNG;상승/NNG,6,20,26,0.19560905232067,Dovish
전세/NNG;살/VV,8,10,18,0.5216241395217869,Dovish
좁혀/VV,58,60,118,0.6302958352554924,Dovish
주소/NNG,29,47,76,0.4023164905886122,Dovish
의존도/NNG,200,203,403,0.6423942604948113,Dovish
부쳐진/VV,13,16,29,0.5297745167018147,Dovish
세도/NNG,14,16,30,0.5705264026019543,Dovish
전망/NNG;낮/VV,14,41,55,0.2226444497958846,Dovish
분리과세/NNG,174,249,423,0.4556355435581872,Dovish
민간/NNG;소비/NNG;성장/NNG,19,23,42,0.5386336223322798,Dovish
나타났으나/VV,7,22,29,0.2074641464007106,Dovish
질권설정/NNG,7,17,24,0.2684830129891549,Dovish
소비/NNG;확대/NNG,9,12,21,0.4890226308016751,Dovish
병행/NNG,101,107,208,0.6154677347161269,Dovish
저축률/NNG;하락/NNG,2,21,23,0.0620981118478317,Dovish
경제/NNG;지표/NNG;호조/NNG,42,39,81,0.7021863416639438,Dovish
슬러/VV,17,18,35,0.6158062758243317,Dovish
전망/NNG;축소/NNG,19,54,73,0.2294180243267117,Dovish
기본법/NNG,19,26,45,0.4764835889862476,Dovish
국영기업/NNG,15,19,34,0.5147606640017633,Dovish
일차/NNG,32,34,66,0.6136754582609257,Dovish
여름철/NNG,46,44,90,0.681667909602335,Dovish
러셀/NNG,15,32,47,0.3056391442510469,Dovish
발행시장/NNG;강세/NNG,9,14,23,0.4191622549728643,Dovish
고용시장/NNG;개선/NNG,6,13,19,0.3009370035702616,Dovish
주원인/NNG,18,18,36,0.6520301744022334,Dovish
사모채/NNG,40,38,78,0.6863475520023511,Dovish
넉넉히/MAG,3,17,20,0.1150641484239235,Dovish
대립/NNG,46,53,99,0.5659129815566555,Dovish
부채/NNG;부담/NNG,23,22,45,0.681667909602335,Dovish
불확실성/NNG;완화/NNG,31,28,59,0.7218905502310442,Dovish
당좌예금/NNG,9,14,23,0.4191622549728643,Dovish
맞벌이/NNG,29,47,76,0.4023164905886122,Dovish
다각/NNG,21,50,71,0.2738526732489381,Dovish
대략/MAG,42,42,84,0.6520301744022335,Dovish
국신/NNG,1,39,40,0.01671872242057,Dovish
국제화/NNG,5,23,28,0.141745690087442,Dovish
연장선/NNG,19,21,40,0.5899320625544018,Dovish
컬처/NNG,19,17,36,0.7287396066848493,Dovish
선진/NNG,125,163,288,0.5000231398790134,Dovish
우려/NNG;금리/NNG;인하/NNG,9,9,18,0.6520301744022334,Dovish
현선물/NNG,39,59,98,0.4310029966387645,Dovish
부인/NNG,49,43,92,0.7430111289699871,Dovish
물러서/VV,9,9,18,0.6520301744022334,Dovish
폭등/NNG,17,30,47,0.3694837654945989,Dovish
전망/NNG;확대/NNG,21,23,44,0.5953318983672568,Dovish
귀여운/VA,2,18,20,0.0724477971558037,Dovish
표방/NNG,16,19,35,0.5490780416018809,Dovish
살펴본/VV,43,49,92,0.5721897448835928,Dovish
인해서/VV,30,29,59,0.6745139735195519,Dovish
무관세/NNG,9,9,18,0.6520301744022334,Dovish
이용자/NNG,60,93,153,0.4206646286466022,Dovish
도출/NNG,70,110,180,0.4149282928014213,Dovish
가계/NNG;대출/NNG;상승/NNG,8,11,19,0.4742037632016244,Dovish
금융시장/NNG;불안/NNG,23,26,49,0.5767959235096681,Dovish
기호/NNG,5,18,23,0.1811194928895093,Dovish
변환/NNG,10,22,32,0.2963773520010152,Dovish
주택/NNG;공급/NNG;활성화/NNG,16,40,56,0.2608120697608934,Dovish
상환능력/NNG;떨어/VV,12,18,30,0.4346867829348222,Dovish
연결자회사/NNG,6,24,30,0.1630075436005583,Dovish
경기/NNG;우려/NNG,12,17,29,0.4602565936956942,Dovish
소득/NNG;넘/VV,8,10,18,0.5216241395217869,Dovish
부양/NNG;확대/NNG,2,21,23,0.0620981118478317,Dovish
위시/NNG,13,15,28,0.565092817815269,Dovish
간단/NNG,41,39,80,0.6854676192433736,Dovish
간극/NNG,20,26,46,0.5015616726171027,Dovish
공사채/NNG,417,695,1112,0.3912181046413401,Dovish
대출/NNG;확대/NNG,43,39,82,0.7189050640845138,Dovish
뮤추얼펀드/NNG,13,12,25,0.7063660222690863,Dovish
모의실험/NNG,1,29,30,0.0224837991173184,Dovish
의정/NNG,8,15,23,0.3477494263478579,Dovish
생산가능인구/NNG,40,35,75,0.7451773421739812,Dovish
보우/NNG,25,48,73,0.3395990491678299,Dovish
통화/NNG;늘/VV,10,9,19,0.7244779715580372,Dovish
영업자산/NNG,22,26,48,0.551717839878813,Dovish
fed/NNG;금리/NNG;인하/NNG;기대/NNG;상승/NNG,3,18,21,0.1086716957337055,Dovish
수출/NNG;감소/NNG,29,46,75,0.411062501253582,Dovish
초년생/NNG,22,46,68,0.3118405181923725,Dovish
관대/NNG,19,33,52,0.3754113125346193,Dovish
첨예/NNG,10,17,27,0.3835471614130785,Dovish
부실채권/NNG;증가/NNG,16,20,36,0.5216241395217869,Dovish
지역리스크/NNG,9,12,21,0.4890226308016751,Dovish
색채/NNG,21,20,41,0.6846316831223452,Dovish
cr리츠/NNG,25,57,82,0.2859781466676462,Dovish
말일/NNG,9,11,20,0.5334792336018274,Dovish
중복/NNG,65,56,121,0.7568207381454496,Dovish
대출/NNG;금리/NNG;하락/NNG,21,24,45,0.5705264026019544,Dovish
연간화/NNG,7,10,17,0.4564211220815634,Dovish
우려/NNG;금리/NNG;상승/NNG,5,12,17,0.2716792393342639,Dovish
지표/NNG;금리/NNG;하락/NNG,2,29,31,0.0449675982346368,Dovish
낮/VA;하락/NNG,15,18,33,0.5433584786685278,Dovish
완화/NNG;줄/VV,6,11,17,0.3556528224012182,Dovish
기껏해야/MAG,6,23,29,0.1700948281049304,Dovish
노이즈/NNG,37,37,74,0.6520301744022335,Dovish
고정이하여신비율/NNG,123,106,229,0.7566010514290068,Dovish
금리/NNG;하방/NNG;압력/NNG,8,16,24,0.3260150872011167,Dovish
끊임없이/MAG,22,19,41,0.7549823072025862,Dovish
조달비중/NNG,8,14,22,0.3725886710869905,Dovish
신뢰/NNG,847,805,1652,0.6860491400232196,Dovish
속보치/NNG,180,168,348,0.6986037582881074,Dovish
위성/NNG,20,20,40,0.6520301744022335,Dovish
섹터별/NNG,150,203,353,0.4817956953711085,Dovish
변화/NNG,2568,2548,5116,0.6571481506534285,Dovish
개혁안/NNG,14,33,47,0.2766188618676142,Dovish
자산/NNG;줄/VV,8,10,18,0.5216241395217869,Dovish
패밀리오피스/NNG,12,22,34,0.3556528224012182,Dovish
